path,label
pokemoncards/pokemon_card_images\ex15-64_Smoochum δ.jpg,Smoochum δ
pokemoncards/pokemon_card_images\ex15-65_Swablu δ.jpg,Swablu δ
pokemoncards/pokemon_card_images\ex15-66_Taillow δ.jpg,Taillow δ
pokemoncards/pokemon_card_images\ex15-67_Totodile δ.jpg,Totodile δ
pokemoncards/pokemon_card_images\ex15-68_Trapinch δ.jpg,Trapinch δ
pokemoncards/pokemon_card_images\ex15-69_Trapinch δ.jpg,Trapinch δ
pokemoncards/pokemon_card_images\ex15-6_Nidoking δ.jpg,Nidoking δ
pokemoncards/pokemon_card_images\ex15-70_Vulpix δ.jpg,Vulpix δ
pokemoncards/pokemon_card_images\ex15-71_Wooper δ.jpg,Wooper δ
pokemoncards/pokemon_card_images\ex15-7_Nidoqueen δ.jpg,Nidoqueen δ
pokemoncards/pokemon_card_images\ex15-8_Ninetales δ.jpg,Ninetales δ
pokemoncards/pokemon_card_images\ex15-90_Altaria ex δ.jpg,Altaria ex δ
pokemoncards/pokemon_card_images\ex15-91_Dragonite ex δ.jpg,Dragonite ex δ
pokemoncards/pokemon_card_images\ex15-92_Flygon ex δ.jpg,Flygon ex δ
pokemoncards/pokemon_card_images\ex15-93_Gardevoir ex δ.jpg,Gardevoir ex δ
pokemoncards/pokemon_card_images\ex15-94_Kingdra ex δ.jpg,Kingdra ex δ
pokemoncards/pokemon_card_images\ex15-95_Latias ex δ.jpg,Latias ex δ
pokemoncards/pokemon_card_images\ex15-96_Latios ex δ.jpg,Latios ex δ
pokemoncards/pokemon_card_images\ex15-97_Rayquaza ex δ.jpg,Rayquaza ex δ
pokemoncards/pokemon_card_images\ex15-98_Salamence ex δ.jpg,Salamence ex δ
pokemoncards/pokemon_card_images\ex15-99_Tyranitar ex δ.jpg,Tyranitar ex δ
pokemoncards/pokemon_card_images\ex15-9_Pinsir δ.jpg,Pinsir δ
pokemoncards/pokemon_card_images\ex16-100_Flareon ★.jpg,Flareon ★
pokemoncards/pokemon_card_images\ex16-101_Jolteon ★.jpg,Jolteon ★
pokemoncards/pokemon_card_images\ex16-102_Vaporeon ★.jpg,Vaporeon ★
pokemoncards/pokemon_card_images\ex16-10_Kabutops.jpg,Kabutops
pokemoncards/pokemon_card_images\ex16-11_Machamp.jpg,Machamp
pokemoncards/pokemon_card_images\ex16-12_Raichu.jpg,Raichu
pokemoncards/pokemon_card_images\ex16-13_Slaking.jpg,Slaking
pokemoncards/pokemon_card_images\ex16-14_Dusclops.jpg,Dusclops
pokemoncards/pokemon_card_images\ex16-15_Lanturn.jpg,Lanturn
pokemoncards/pokemon_card_images\ex16-16_Magneton.jpg,Magneton
pokemoncards/pokemon_card_images\ex16-17_Mawile.jpg,Mawile
pokemoncards/pokemon_card_images\ex16-18_Mightyena.jpg,Mightyena
pokemoncards/pokemon_card_images\ex16-19_Ninetales.jpg,Ninetales
pokemoncards/pokemon_card_images\ex16-1_Aggron.jpg,Aggron
pokemoncards/pokemon_card_images\ex16-20_Omastar.jpg,Omastar
pokemoncards/pokemon_card_images\ex16-21_Pichu.jpg,Pichu
pokemoncards/pokemon_card_images\ex16-22_Sableye.jpg,Sableye
pokemoncards/pokemon_card_images\ex16-23_Seviper.jpg,Seviper
pokemoncards/pokemon_card_images\ex16-24_Wobbuffet.jpg,Wobbuffet
pokemoncards/pokemon_card_images\ex16-25_Zangoose.jpg,Zangoose
pokemoncards/pokemon_card_images\ex16-26_Anorith.jpg,Anorith
pokemoncards/pokemon_card_images\ex16-27_Cacturne.jpg,Cacturne
pokemoncards/pokemon_card_images\ex16-28_Charmeleon.jpg,Charmeleon
pokemoncards/pokemon_card_images\ex16-29_Combusken.jpg,Combusken
pokemoncards/pokemon_card_images\ex16-2_Altaria.jpg,Altaria
pokemoncards/pokemon_card_images\ex16-30_Glalie.jpg,Glalie
pokemoncards/pokemon_card_images\ex16-31_Kirlia.jpg,Kirlia
pokemoncards/pokemon_card_images\ex16-32_Lairon.jpg,Lairon
pokemoncards/pokemon_card_images\ex16-33_Machoke.jpg,Machoke
pokemoncards/pokemon_card_images\ex16-34_Medicham.jpg,Medicham
pokemoncards/pokemon_card_images\ex16-35_Metang.jpg,Metang
pokemoncards/pokemon_card_images\ex16-36_Nuzleaf.jpg,Nuzleaf
pokemoncards/pokemon_card_images\ex16-37_Sealeo.jpg,Sealeo
pokemoncards/pokemon_card_images\ex16-38_Sharpedo.jpg,Sharpedo
pokemoncards/pokemon_card_images\ex16-39_Shelgon.jpg,Shelgon
pokemoncards/pokemon_card_images\ex16-3_Armaldo.jpg,Armaldo
pokemoncards/pokemon_card_images\ex16-40_Vibrava.jpg,Vibrava
pokemoncards/pokemon_card_images\ex16-41_Vigoroth.jpg,Vigoroth
pokemoncards/pokemon_card_images\ex16-42_Aron.jpg,Aron
pokemoncards/pokemon_card_images\ex16-43_Bagon.jpg,Bagon
pokemoncards/pokemon_card_images\ex16-44_Baltoy.jpg,Baltoy
pokemoncards/pokemon_card_images\ex16-45_Beldum.jpg,Beldum
pokemoncards/pokemon_card_images\ex16-46_Cacnea.jpg,Cacnea
pokemoncards/pokemon_card_images\ex16-47_Carvanha.jpg,Carvanha
pokemoncards/pokemon_card_images\ex16-48_Charmander.jpg,Charmander
pokemoncards/pokemon_card_images\ex16-49_Chinchou.jpg,Chinchou
pokemoncards/pokemon_card_images\ex16-4_Banette.jpg,Banette
pokemoncards/pokemon_card_images\ex16-50_Duskull.jpg,Duskull
pokemoncards/pokemon_card_images\ex16-51_Kabuto.jpg,Kabuto
pokemoncards/pokemon_card_images\ex16-52_Lileep.jpg,Lileep
pokemoncards/pokemon_card_images\ex16-53_Machop.jpg,Machop
pokemoncards/pokemon_card_images\ex16-54_Magnemite.jpg,Magnemite
pokemoncards/pokemon_card_images\ex16-55_Meditite.jpg,Meditite
pokemoncards/pokemon_card_images\ex16-56_Omanyte.jpg,Omanyte
pokemoncards/pokemon_card_images\ex16-57_Pikachu.jpg,Pikachu
pokemoncards/pokemon_card_images\ex16-58_Poochyena.jpg,Poochyena
pokemoncards/pokemon_card_images\ex16-59_Ralts.jpg,Ralts
pokemoncards/pokemon_card_images\ex16-5_Blaziken.jpg,Blaziken
pokemoncards/pokemon_card_images\ex16-60_Seedot.jpg,Seedot
pokemoncards/pokemon_card_images\ex16-61_Shuppet.jpg,Shuppet
pokemoncards/pokemon_card_images\ex16-62_Skitty.jpg,Skitty
pokemoncards/pokemon_card_images\ex16-63_Slakoth.jpg,Slakoth
pokemoncards/pokemon_card_images\ex16-64_Snorunt.jpg,Snorunt
pokemoncards/pokemon_card_images\ex16-65_Spheal.jpg,Spheal
pokemoncards/pokemon_card_images\ex16-66_Swablu.jpg,Swablu
pokemoncards/pokemon_card_images\ex16-67_Torchic.jpg,Torchic
pokemoncards/pokemon_card_images\ex16-68_Trapinch.jpg,Trapinch
pokemoncards/pokemon_card_images\ex16-69_Vulpix.jpg,Vulpix
pokemoncards/pokemon_card_images\ex16-6_Charizard.jpg,Charizard
pokemoncards/pokemon_card_images\ex16-70_Wynaut.jpg,Wynaut
pokemoncards/pokemon_card_images\ex16-7_Cradily.jpg,Cradily
pokemoncards/pokemon_card_images\ex16-8_Delcatty.jpg,Delcatty
pokemoncards/pokemon_card_images\ex16-92_Absol ex.jpg,Absol ex
pokemoncards/pokemon_card_images\ex16-93_Claydol ex.jpg,Claydol ex
pokemoncards/pokemon_card_images\ex16-94_Flygon ex.jpg,Flygon ex
pokemoncards/pokemon_card_images\ex16-95_Metagross ex.jpg,Metagross ex
pokemoncards/pokemon_card_images\ex16-96_Salamence ex.jpg,Salamence ex
pokemoncards/pokemon_card_images\ex16-97_Shiftry ex.jpg,Shiftry ex
pokemoncards/pokemon_card_images\ex16-98_Skarmory ex.jpg,Skarmory ex
pokemoncards/pokemon_card_images\ex16-99_Walrein ex.jpg,Walrein ex
pokemoncards/pokemon_card_images\ex16-9_Gardevoir.jpg,Gardevoir
pokemoncards/pokemon_card_images\ex2-100_Wailord ex.jpg,Wailord ex
pokemoncards/pokemon_card_images\ex2-10_Sableye.jpg,Sableye
pokemoncards/pokemon_card_images\ex2-11_Seviper.jpg,Seviper
pokemoncards/pokemon_card_images\ex2-12_Shiftry.jpg,Shiftry
pokemoncards/pokemon_card_images\ex2-13_Solrock.jpg,Solrock
pokemoncards/pokemon_card_images\ex2-14_Zangoose.jpg,Zangoose
pokemoncards/pokemon_card_images\ex2-15_Arcanine.jpg,Arcanine
pokemoncards/pokemon_card_images\ex2-16_Espeon.jpg,Espeon
pokemoncards/pokemon_card_images\ex2-17_Golduck.jpg,Golduck
pokemoncards/pokemon_card_images\ex2-18_Kecleon.jpg,Kecleon
pokemoncards/pokemon_card_images\ex2-19_Omastar.jpg,Omastar
pokemoncards/pokemon_card_images\ex2-1_Armaldo.jpg,Armaldo
pokemoncards/pokemon_card_images\ex2-20_Pichu.jpg,Pichu
pokemoncards/pokemon_card_images\ex2-21_Sandslash.jpg,Sandslash
pokemoncards/pokemon_card_images\ex2-22_Shiftry.jpg,Shiftry
pokemoncards/pokemon_card_images\ex2-23_Steelix.jpg,Steelix
pokemoncards/pokemon_card_images\ex2-24_Umbreon.jpg,Umbreon
pokemoncards/pokemon_card_images\ex2-25_Vaporeon.jpg,Vaporeon
pokemoncards/pokemon_card_images\ex2-26_Wobbuffet.jpg,Wobbuffet
pokemoncards/pokemon_card_images\ex2-27_Anorith.jpg,Anorith
pokemoncards/pokemon_card_images\ex2-28_Anorith.jpg,Anorith
pokemoncards/pokemon_card_images\ex2-29_Arbok.jpg,Arbok
pokemoncards/pokemon_card_images\ex2-2_Cacturne.jpg,Cacturne
pokemoncards/pokemon_card_images\ex2-30_Azumarill.jpg,Azumarill
pokemoncards/pokemon_card_images\ex2-31_Azurill.jpg,Azurill
pokemoncards/pokemon_card_images\ex2-32_Baltoy.jpg,Baltoy
pokemoncards/pokemon_card_images\ex2-33_Breloom.jpg,Breloom
pokemoncards/pokemon_card_images\ex2-34_Delcatty.jpg,Delcatty
pokemoncards/pokemon_card_images\ex2-35_Electabuzz.jpg,Electabuzz
pokemoncards/pokemon_card_images\ex2-36_Elekid.jpg,Elekid
pokemoncards/pokemon_card_images\ex2-37_Fearow.jpg,Fearow
pokemoncards/pokemon_card_images\ex2-38_Illumise.jpg,Illumise
pokemoncards/pokemon_card_images\ex2-39_Kabuto.jpg,Kabuto
pokemoncards/pokemon_card_images\ex2-3_Cradily.jpg,Cradily
pokemoncards/pokemon_card_images\ex2-40_Kirlia.jpg,Kirlia
pokemoncards/pokemon_card_images\ex2-41_Lairon.jpg,Lairon
pokemoncards/pokemon_card_images\ex2-42_Lileep.jpg,Lileep
pokemoncards/pokemon_card_images\ex2-43_Lileep.jpg,Lileep
pokemoncards/pokemon_card_images\ex2-44_Linoone.jpg,Linoone
pokemoncards/pokemon_card_images\ex2-45_Lombre.jpg,Lombre
pokemoncards/pokemon_card_images\ex2-46_Lombre.jpg,Lombre
pokemoncards/pokemon_card_images\ex2-47_Murkrow.jpg,Murkrow
pokemoncards/pokemon_card_images\ex2-48_Nuzleaf.jpg,Nuzleaf
pokemoncards/pokemon_card_images\ex2-49_Nuzleaf.jpg,Nuzleaf
pokemoncards/pokemon_card_images\ex2-4_Dusclops.jpg,Dusclops
pokemoncards/pokemon_card_images\ex2-50_Pelipper.jpg,Pelipper
pokemoncards/pokemon_card_images\ex2-51_Quilava.jpg,Quilava
pokemoncards/pokemon_card_images\ex2-52_Vigoroth.jpg,Vigoroth
pokemoncards/pokemon_card_images\ex2-53_Volbeat.jpg,Volbeat
pokemoncards/pokemon_card_images\ex2-54_Wynaut.jpg,Wynaut
pokemoncards/pokemon_card_images\ex2-55_Xatu.jpg,Xatu
pokemoncards/pokemon_card_images\ex2-56_Aron.jpg,Aron
pokemoncards/pokemon_card_images\ex2-57_Cacnea.jpg,Cacnea
pokemoncards/pokemon_card_images\ex2-58_Cacnea.jpg,Cacnea
pokemoncards/pokemon_card_images\ex2-59_Cyndaquil.jpg,Cyndaquil
pokemoncards/pokemon_card_images\ex2-5_Flareon.jpg,Flareon
pokemoncards/pokemon_card_images\ex2-60_Dunsparce.jpg,Dunsparce
pokemoncards/pokemon_card_images\ex2-61_Duskull.jpg,Duskull
pokemoncards/pokemon_card_images\ex2-62_Duskull.jpg,Duskull
pokemoncards/pokemon_card_images\ex2-63_Eevee.jpg,Eevee
pokemoncards/pokemon_card_images\ex2-64_Ekans.jpg,Ekans
pokemoncards/pokemon_card_images\ex2-65_Growlithe.jpg,Growlithe
pokemoncards/pokemon_card_images\ex2-66_Lotad.jpg,Lotad
pokemoncards/pokemon_card_images\ex2-67_Lotad.jpg,Lotad
pokemoncards/pokemon_card_images\ex2-68_Marill.jpg,Marill
pokemoncards/pokemon_card_images\ex2-69_Natu.jpg,Natu
pokemoncards/pokemon_card_images\ex2-6_Jolteon.jpg,Jolteon
pokemoncards/pokemon_card_images\ex2-70_Omanyte.jpg,Omanyte
pokemoncards/pokemon_card_images\ex2-71_Onix.jpg,Onix
pokemoncards/pokemon_card_images\ex2-72_Pikachu.jpg,Pikachu
pokemoncards/pokemon_card_images\ex2-73_Psyduck.jpg,Psyduck
pokemoncards/pokemon_card_images\ex2-74_Ralts.jpg,Ralts
pokemoncards/pokemon_card_images\ex2-75_Sandshrew.jpg,Sandshrew
pokemoncards/pokemon_card_images\ex2-76_Seedot.jpg,Seedot
pokemoncards/pokemon_card_images\ex2-77_Seedot.jpg,Seedot
pokemoncards/pokemon_card_images\ex2-78_Shroomish.jpg,Shroomish
pokemoncards/pokemon_card_images\ex2-79_Skitty.jpg,Skitty
pokemoncards/pokemon_card_images\ex2-7_Ludicolo.jpg,Ludicolo
pokemoncards/pokemon_card_images\ex2-80_Slakoth.jpg,Slakoth
pokemoncards/pokemon_card_images\ex2-81_Spearow.jpg,Spearow
pokemoncards/pokemon_card_images\ex2-82_Trapinch.jpg,Trapinch
pokemoncards/pokemon_card_images\ex2-83_Wailmer.jpg,Wailmer
pokemoncards/pokemon_card_images\ex2-84_Wingull.jpg,Wingull
pokemoncards/pokemon_card_images\ex2-85_Zigzagoon.jpg,Zigzagoon
pokemoncards/pokemon_card_images\ex2-8_Lunatone.jpg,Lunatone
pokemoncards/pokemon_card_images\ex2-94_Aerodactyl ex.jpg,Aerodactyl ex
pokemoncards/pokemon_card_images\ex2-95_Aggron ex.jpg,Aggron ex
pokemoncards/pokemon_card_images\ex2-96_Gardevoir ex.jpg,Gardevoir ex
pokemoncards/pokemon_card_images\ex2-97_Kabutops ex.jpg,Kabutops ex
pokemoncards/pokemon_card_images\ex2-98_Raichu ex.jpg,Raichu ex
pokemoncards/pokemon_card_images\ex2-99_Typhlosion ex.jpg,Typhlosion ex
pokemoncards/pokemon_card_images\ex2-9_Mawile.jpg,Mawile
pokemoncards/pokemon_card_images\ex3-100_Charizard.jpg,Charizard
pokemoncards/pokemon_card_images\ex3-10_Salamence.jpg,Salamence
pokemoncards/pokemon_card_images\ex3-11_Shedinja.jpg,Shedinja
pokemoncards/pokemon_card_images\ex3-12_Torkoal.jpg,Torkoal
pokemoncards/pokemon_card_images\ex3-13_Crawdaunt.jpg,Crawdaunt
pokemoncards/pokemon_card_images\ex3-14_Dragonair.jpg,Dragonair
pokemoncards/pokemon_card_images\ex3-15_Flygon.jpg,Flygon
pokemoncards/pokemon_card_images\ex3-16_Girafarig.jpg,Girafarig
pokemoncards/pokemon_card_images\ex3-17_Magneton.jpg,Magneton
pokemoncards/pokemon_card_images\ex3-18_Ninjask.jpg,Ninjask
pokemoncards/pokemon_card_images\ex3-19_Salamence.jpg,Salamence
pokemoncards/pokemon_card_images\ex3-1_Absol.jpg,Absol
pokemoncards/pokemon_card_images\ex3-20_Shelgon.jpg,Shelgon
pokemoncards/pokemon_card_images\ex3-21_Skarmory.jpg,Skarmory
pokemoncards/pokemon_card_images\ex3-22_Vibrava.jpg,Vibrava
pokemoncards/pokemon_card_images\ex3-23_Bagon.jpg,Bagon
pokemoncards/pokemon_card_images\ex3-24_Camerupt.jpg,Camerupt
pokemoncards/pokemon_card_images\ex3-25_Combusken.jpg,Combusken
pokemoncards/pokemon_card_images\ex3-26_Dratini.jpg,Dratini
pokemoncards/pokemon_card_images\ex3-27_Flaaffy.jpg,Flaaffy
pokemoncards/pokemon_card_images\ex3-28_Forretress.jpg,Forretress
pokemoncards/pokemon_card_images\ex3-29_Graveler.jpg,Graveler
pokemoncards/pokemon_card_images\ex3-2_Altaria.jpg,Altaria
pokemoncards/pokemon_card_images\ex3-30_Graveler.jpg,Graveler
pokemoncards/pokemon_card_images\ex3-31_Grovyle.jpg,Grovyle
pokemoncards/pokemon_card_images\ex3-32_Gyarados.jpg,Gyarados
pokemoncards/pokemon_card_images\ex3-33_Horsea.jpg,Horsea
pokemoncards/pokemon_card_images\ex3-34_Houndoom.jpg,Houndoom
pokemoncards/pokemon_card_images\ex3-35_Magneton.jpg,Magneton
pokemoncards/pokemon_card_images\ex3-36_Marshtomp.jpg,Marshtomp
pokemoncards/pokemon_card_images\ex3-37_Meditite.jpg,Meditite
pokemoncards/pokemon_card_images\ex3-38_Ninjask.jpg,Ninjask
pokemoncards/pokemon_card_images\ex3-39_Seadra.jpg,Seadra
pokemoncards/pokemon_card_images\ex3-3_Crawdaunt.jpg,Crawdaunt
pokemoncards/pokemon_card_images\ex3-40_Seadra.jpg,Seadra
pokemoncards/pokemon_card_images\ex3-41_Shelgon.jpg,Shelgon
pokemoncards/pokemon_card_images\ex3-42_Shelgon.jpg,Shelgon
pokemoncards/pokemon_card_images\ex3-43_Shuppet.jpg,Shuppet
pokemoncards/pokemon_card_images\ex3-44_Snorunt.jpg,Snorunt
pokemoncards/pokemon_card_images\ex3-45_Swellow.jpg,Swellow
pokemoncards/pokemon_card_images\ex3-46_Vibrava.jpg,Vibrava
pokemoncards/pokemon_card_images\ex3-47_Vibrava.jpg,Vibrava
pokemoncards/pokemon_card_images\ex3-48_Whiscash.jpg,Whiscash
pokemoncards/pokemon_card_images\ex3-49_Bagon.jpg,Bagon
pokemoncards/pokemon_card_images\ex3-4_Flygon.jpg,Flygon
pokemoncards/pokemon_card_images\ex3-50_Bagon.jpg,Bagon
pokemoncards/pokemon_card_images\ex3-51_Barboach.jpg,Barboach
pokemoncards/pokemon_card_images\ex3-52_Corphish.jpg,Corphish
pokemoncards/pokemon_card_images\ex3-53_Corphish.jpg,Corphish
pokemoncards/pokemon_card_images\ex3-54_Corphish.jpg,Corphish
pokemoncards/pokemon_card_images\ex3-55_Geodude.jpg,Geodude
pokemoncards/pokemon_card_images\ex3-56_Geodude.jpg,Geodude
pokemoncards/pokemon_card_images\ex3-57_Grimer.jpg,Grimer
pokemoncards/pokemon_card_images\ex3-58_Horsea.jpg,Horsea
pokemoncards/pokemon_card_images\ex3-59_Houndour.jpg,Houndour
pokemoncards/pokemon_card_images\ex3-5_Golem.jpg,Golem
pokemoncards/pokemon_card_images\ex3-60_Magikarp.jpg,Magikarp
pokemoncards/pokemon_card_images\ex3-61_Magnemite.jpg,Magnemite
pokemoncards/pokemon_card_images\ex3-62_Magnemite.jpg,Magnemite
pokemoncards/pokemon_card_images\ex3-63_Magnemite.jpg,Magnemite
pokemoncards/pokemon_card_images\ex3-64_Mareep.jpg,Mareep
pokemoncards/pokemon_card_images\ex3-65_Mudkip.jpg,Mudkip
pokemoncards/pokemon_card_images\ex3-66_Nincada.jpg,Nincada
pokemoncards/pokemon_card_images\ex3-67_Nincada.jpg,Nincada
pokemoncards/pokemon_card_images\ex3-68_Nincada.jpg,Nincada
pokemoncards/pokemon_card_images\ex3-69_Numel.jpg,Numel
pokemoncards/pokemon_card_images\ex3-6_Grumpig.jpg,Grumpig
pokemoncards/pokemon_card_images\ex3-70_Numel.jpg,Numel
pokemoncards/pokemon_card_images\ex3-71_Pineco.jpg,Pineco
pokemoncards/pokemon_card_images\ex3-72_Slugma.jpg,Slugma
pokemoncards/pokemon_card_images\ex3-73_Spoink.jpg,Spoink
pokemoncards/pokemon_card_images\ex3-74_Spoink.jpg,Spoink
pokemoncards/pokemon_card_images\ex3-75_Swablu.jpg,Swablu
pokemoncards/pokemon_card_images\ex3-76_Taillow.jpg,Taillow
pokemoncards/pokemon_card_images\ex3-77_Torchic.jpg,Torchic
pokemoncards/pokemon_card_images\ex3-78_Trapinch.jpg,Trapinch
pokemoncards/pokemon_card_images\ex3-79_Trapinch.jpg,Trapinch
pokemoncards/pokemon_card_images\ex3-7_Minun.jpg,Minun
pokemoncards/pokemon_card_images\ex3-80_Treecko.jpg,Treecko
pokemoncards/pokemon_card_images\ex3-81_Wurmple.jpg,Wurmple
pokemoncards/pokemon_card_images\ex3-89_Ampharos ex.jpg,Ampharos ex
pokemoncards/pokemon_card_images\ex3-8_Plusle.jpg,Plusle
pokemoncards/pokemon_card_images\ex3-90_Dragonite ex.jpg,Dragonite ex
pokemoncards/pokemon_card_images\ex3-91_Golem ex.jpg,Golem ex
pokemoncards/pokemon_card_images\ex3-92_Kingdra ex.jpg,Kingdra ex
pokemoncards/pokemon_card_images\ex3-93_Latias ex.jpg,Latias ex
pokemoncards/pokemon_card_images\ex3-94_Latios ex.jpg,Latios ex
pokemoncards/pokemon_card_images\ex3-95_Magcargo ex.jpg,Magcargo ex
pokemoncards/pokemon_card_images\ex3-96_Muk ex.jpg,Muk ex
pokemoncards/pokemon_card_images\ex3-97_Rayquaza ex.jpg,Rayquaza ex
pokemoncards/pokemon_card_images\ex3-98_Charmander.jpg,Charmander
pokemoncards/pokemon_card_images\ex3-99_Charmeleon.jpg,Charmeleon
pokemoncards/pokemon_card_images\ex3-9_Roselia.jpg,Roselia
pokemoncards/pokemon_card_images\ex4-10_Team Magma's Houndoom.jpg,Team Magma's Houndoom
pokemoncards/pokemon_card_images\ex4-11_Team Magma's Rhydon.jpg,Team Magma's Rhydon
pokemoncards/pokemon_card_images\ex4-12_Team Magma's Torkoal.jpg,Team Magma's Torkoal
pokemoncards/pokemon_card_images\ex4-13_Raichu.jpg,Raichu
pokemoncards/pokemon_card_images\ex4-14_Team Aqua's Crawdaunt.jpg,Team Aqua's Crawdaunt
pokemoncards/pokemon_card_images\ex4-15_Team Aqua's Mightyena.jpg,Team Aqua's Mightyena
pokemoncards/pokemon_card_images\ex4-16_Team Aqua's Sealeo.jpg,Team Aqua's Sealeo
pokemoncards/pokemon_card_images\ex4-17_Team Aqua's Seviper.jpg,Team Aqua's Seviper
pokemoncards/pokemon_card_images\ex4-18_Team Aqua's Sharpedo.jpg,Team Aqua's Sharpedo
pokemoncards/pokemon_card_images\ex4-19_Team Magma's Camerupt.jpg,Team Magma's Camerupt
pokemoncards/pokemon_card_images\ex4-1_Team Aqua's Cacturne.jpg,Team Aqua's Cacturne
pokemoncards/pokemon_card_images\ex4-20_Team Magma's Lairon.jpg,Team Magma's Lairon
pokemoncards/pokemon_card_images\ex4-21_Team Magma's Mightyena.jpg,Team Magma's Mightyena
pokemoncards/pokemon_card_images\ex4-22_Team Magma's Rhydon.jpg,Team Magma's Rhydon
pokemoncards/pokemon_card_images\ex4-23_Team Magma's Zangoose.jpg,Team Magma's Zangoose
pokemoncards/pokemon_card_images\ex4-24_Team Aqua's Cacnea.jpg,Team Aqua's Cacnea
pokemoncards/pokemon_card_images\ex4-25_Team Aqua's Carvanha.jpg,Team Aqua's Carvanha
pokemoncards/pokemon_card_images\ex4-26_Team Aqua's Corphish.jpg,Team Aqua's Corphish
pokemoncards/pokemon_card_images\ex4-27_Team Aqua's Electrike.jpg,Team Aqua's Electrike
pokemoncards/pokemon_card_images\ex4-28_Team Aqua's Lanturn.jpg,Team Aqua's Lanturn
pokemoncards/pokemon_card_images\ex4-29_Team Aqua's Manectric.jpg,Team Aqua's Manectric
pokemoncards/pokemon_card_images\ex4-2_Team Aqua's Crawdaunt.jpg,Team Aqua's Crawdaunt
pokemoncards/pokemon_card_images\ex4-30_Team Aqua's Mightyena.jpg,Team Aqua's Mightyena
pokemoncards/pokemon_card_images\ex4-31_Team Aqua's Sealeo.jpg,Team Aqua's Sealeo
pokemoncards/pokemon_card_images\ex4-32_Team Magma's Baltoy.jpg,Team Magma's Baltoy
pokemoncards/pokemon_card_images\ex4-33_Team Magma's Claydol.jpg,Team Magma's Claydol
pokemoncards/pokemon_card_images\ex4-34_Team Magma's Houndoom.jpg,Team Magma's Houndoom
pokemoncards/pokemon_card_images\ex4-35_Team Magma's Houndour.jpg,Team Magma's Houndour
pokemoncards/pokemon_card_images\ex4-36_Team Magma's Lairon.jpg,Team Magma's Lairon
pokemoncards/pokemon_card_images\ex4-37_Team Magma's Mightyena.jpg,Team Magma's Mightyena
pokemoncards/pokemon_card_images\ex4-38_Team Magma's Rhyhorn.jpg,Team Magma's Rhyhorn
pokemoncards/pokemon_card_images\ex4-39_Bulbasaur.jpg,Bulbasaur
pokemoncards/pokemon_card_images\ex4-3_Team Aqua's Kyogre.jpg,Team Aqua's Kyogre
pokemoncards/pokemon_card_images\ex4-40_Cubone.jpg,Cubone
pokemoncards/pokemon_card_images\ex4-41_Jigglypuff.jpg,Jigglypuff
pokemoncards/pokemon_card_images\ex4-42_Meowth.jpg,Meowth
pokemoncards/pokemon_card_images\ex4-43_Pikachu.jpg,Pikachu
pokemoncards/pokemon_card_images\ex4-44_Psyduck.jpg,Psyduck
pokemoncards/pokemon_card_images\ex4-45_Slowpoke.jpg,Slowpoke
pokemoncards/pokemon_card_images\ex4-46_Squirtle.jpg,Squirtle
pokemoncards/pokemon_card_images\ex4-47_Team Aqua's Carvanha.jpg,Team Aqua's Carvanha
pokemoncards/pokemon_card_images\ex4-48_Team Aqua's Carvanha.jpg,Team Aqua's Carvanha
pokemoncards/pokemon_card_images\ex4-49_Team Aqua's Chinchou.jpg,Team Aqua's Chinchou
pokemoncards/pokemon_card_images\ex4-4_Team Aqua's Manectric.jpg,Team Aqua's Manectric
pokemoncards/pokemon_card_images\ex4-50_Team Aqua's Corphish.jpg,Team Aqua's Corphish
pokemoncards/pokemon_card_images\ex4-51_Team Aqua's Corphish.jpg,Team Aqua's Corphish
pokemoncards/pokemon_card_images\ex4-52_Team Aqua's Electrike.jpg,Team Aqua's Electrike
pokemoncards/pokemon_card_images\ex4-53_Team Aqua's Electrike.jpg,Team Aqua's Electrike
pokemoncards/pokemon_card_images\ex4-54_Team Aqua's Poochyena.jpg,Team Aqua's Poochyena
pokemoncards/pokemon_card_images\ex4-55_Team Aqua's Poochyena.jpg,Team Aqua's Poochyena
pokemoncards/pokemon_card_images\ex4-56_Team Aqua's Spheal.jpg,Team Aqua's Spheal
pokemoncards/pokemon_card_images\ex4-57_Team Aqua's Spheal.jpg,Team Aqua's Spheal
pokemoncards/pokemon_card_images\ex4-58_Team Magma's Aron.jpg,Team Magma's Aron
pokemoncards/pokemon_card_images\ex4-59_Team Magma's Aron.jpg,Team Magma's Aron
pokemoncards/pokemon_card_images\ex4-5_Team Aqua's Sharpedo.jpg,Team Aqua's Sharpedo
pokemoncards/pokemon_card_images\ex4-60_Team Magma's Baltoy.jpg,Team Magma's Baltoy
pokemoncards/pokemon_card_images\ex4-61_Team Magma's Baltoy.jpg,Team Magma's Baltoy
pokemoncards/pokemon_card_images\ex4-62_Team Magma's Houndour.jpg,Team Magma's Houndour
pokemoncards/pokemon_card_images\ex4-63_Team Magma's Houndour.jpg,Team Magma's Houndour
pokemoncards/pokemon_card_images\ex4-64_Team Magma's Numel.jpg,Team Magma's Numel
pokemoncards/pokemon_card_images\ex4-65_Team Magma's Poochyena.jpg,Team Magma's Poochyena
pokemoncards/pokemon_card_images\ex4-66_Team Magma's Poochyena.jpg,Team Magma's Poochyena
